Iteration,PositiveHeat,NegativeHeat,CellCount,IterationAverageNeighbours,IterationDensity
504,183,200,620,2.4967742,0.015978558
505,176,212,603,2.4875622,0.015451633
506,163,167,567,2.504409,0.014464286
507,174,181,563,2.5328596,0.014298413
508,154,173,556,2.5179856,0.014058154
509,166,156,537,2.3612664,0.013500603
510,173,167,547,2.4826326,0.013752012
511,167,162,553,2.499096,0.013780901
512,145,154,558,2.5197132,0.013905503
513,151,152,549,2.4590163,0.013544519
514,159,136,548,2.4635036,0.013519848
515,154,173,571,2.591944,0.013965319
516,156,157,552,2.3550725,0.013500623
517,175,173,551,2.4392014,0.013342696
518,162,151,553,2.3616636,0.013507572
519,180,187,564,2.5815604,0.013657497
520,178,173,557,2.3482945,0.013487989
521,178,178,562,2.4483986,0.013474956
522,178,141,562,2.441281,0.013533038
523,164,187,599,2.5976627,0.014300721
524,181,155,576,2.3125,0.013751611
525,204,191,602,2.5880399,0.014231678
526,182,194,615,2.614634,0.014601139
527,205,168,603,2.4212272,0.014194915
528,193,224,640,2.625,0.015065913
529,196,177,609,2.272578,0.014196797
530,192,219,628,2.633758,0.014639718
531,209,167,601,2.342762,0.013951437
532,190,227,643,2.6842923,0.014863959
533,184,184,606,2.3894389,0.013931675
534,196,167,606,2.3630364,0.013931675
535,194,201,635,2.5574803,0.014537546
536,201,196,628,2.4840765,0.014317633
537,196,183,633,2.515008,0.014352765
538,192,228,646,2.622291,0.014647529
539,202,166,610,2.347541,0.013774104
540,192,204,646,2.6594427,0.014587003
541,225,183,634,2.4479494,0.014238232
542,187,257,676,2.7633135,0.015181459
543,189,212,606,2.3663366,0.013553409
544,173,152,583,2.4116638,0.013039005
545,174,187,604,2.4966888,0.013435658
546,181,169,591,2.4399323,0.01314648
547,175,184,603,2.5903814,0.01335844
548,181,177,594,2.4949496,0.013159061
549,170,183,598,2.5585284,0.01317645
550,182,155,585,2.3965812,0.0128900055
551,159,179,612,2.7026143,0.0134298885
552,165,160,592,2.4594595,0.012991003
553,165,173,597,2.592965,0.013030667
554,179,159,589,2.509338,0.012856051
555,181,179,609,2.6305418,0.013238555
556,192,167,611,2.5139117,0.013211383
557,218,202,636,2.5786164,0.013679184
558,188,204,652,2.6717792,0.014023315
559,209,204,636,2.509434,0.013623803
560,163,177,641,2.521061,0.013658641
561,193,167,627,2.4242425,0.013290375
562,169,186,653,2.7013783,0.01384149
563,177,177,636,2.5597484,0.013426786
564,196,186,636,2.5849056,0.013356855
565,193,196,646,2.6408668,0.013496574
566,201,194,643,2.6127527,0.013433896
567,167,202,650,2.6492307,0.013525605
568,192,172,615,2.4097562,0.012731338
569,184,195,635,2.6740158,0.013077953
570,180,166,624,2.5160255,0.012851406
571,184,175,638,2.6112852,0.0130871795
572,174,187,647,2.6120555,0.013204082
573,188,174,634,2.5015774,0.012873096
574,193,188,648,2.6419754,0.01315736
575,188,214,653,2.5727413,0.013206059
576,201,186,627,2.4816587,0.012616202
577,169,209,642,2.7009346,0.01285311
578,193,162,602,2.4916945,0.012052293
579,176,189,633,2.748815,0.012622637
580,202,165,620,2.467742,0.0123015875
581,213,223,657,2.7549467,0.01297086
582,194,188,647,2.6120555,0.012773435
583,187,237,653,2.6860642,0.012840934
584,192,176,603,2.411277,0.011799006
585,171,186,619,2.6494346,0.012052415
586,193,178,604,2.5231788,0.011760354
587,191,182,619,2.6042004,0.012004965
588,210,175,628,2.5700636,0.012119808
589,203,207,663,2.7843137,0.01273286
590,189,228,659,2.764795,0.01265604
591,193,212,620,2.5677419,0.011860354
592,185,174,601,2.4625623,0.011441081
593,168,181,612,2.6111112,0.011594203
594,188,159,599,2.497496,0.011347921
595,197,212,628,2.7038217,0.011850845
596,195,164,613,2.4404569,0.01151217
597,184,222,644,2.7515528,0.012036483
598,200,174,606,2.49835,0.011326256
599,177,186,632,2.664557,0.011766239
600,192,180,623,2.4687,0.01154345
601,177,205,635,2.633071,0.011710034
602,169,181,607,2.5008237,0.011193686
603,160,178,595,2.5478992,0.010929865
604,153,144,577,2.3258233,0.010549217
605,141,164,586,2.556314,0.010663464
606,136,158,563,2.454707,0.010244932
607,144,144,541,2.4251387,0.009806587
608,137,121,541,2.3992605,0.009760762
609,134,157,557,2.502693,0.010002694
610,152,131,534,2.3108613,0.009589656
611,140,150,555,2.536937,0.0099284435
612,149,141,545,2.374312,0.009704416
613,135,152,553,2.4810126,0.009801488
614,142,136,536,2.3955224,0.009500178
615,158,135,542,2.4243543,0.009569716
616,152,127,565,2.5345132,0.00993005
617,146,162,590,2.6305084,0.010322084
618,143,134,574,2.358885,0.010042164
619,165,141,583,2.4802744,0.010160688
620,176,176,607,2.5897858,0.01049084
621,182,173,607,2.4546952,0.01044337
622,208,190,616,2.5422077,0.010598214
623,200,191,634,2.5962145,0.010866584
624,174,191,643,2.5878694,0.010971199
625,167,172,626,2.4696486,0.010633239
626,180,180,621,2.4863124,0.0105483085
627,187,163,621,2.4186795,0.0105483085
628,181,209,645,2.6418605,0.010907061
629,184,161,617,2.4181523,0.0104267
630,182,173,640,2.56875,0.010815378
631,213,156,649,2.5454545,0.010925926
632,198,214,706,2.7733712,0.011788279
633,220,210,690,2.5855072,0.011470368
634,238,207,700,2.642857,0.0116366055
635,226,214,731,2.6867306,0.012060915
636,223,235,743,2.667564,0.012251022
637,227,245,731,2.640219,0.012000525
638,219,218,713,2.57784,0.011749197
639,228,218,714,2.554622,0.011721443
640,225,244,724,2.6574585,0.011833932
641,210,185,705,2.5333333,0.011516785
642,218,239,730,2.750685,0.01188035
643,216,204,709,2.448519,0.011495371
644,212,224,721,2.6546464,0.011639546
645,213,191,709,2.5105784,0.011396699
646,227,210,731,2.6101232,0.011750334
647,244,215,748,2.6283422,0.011978733
648,251,270,777,2.7516088,0.012389973
649,247,265,758,2.630607,0.012035566
650,231,244,740,2.5945945,0.011749762
651,231,236,727,2.591472,0.011500435
652,208,238,722,2.6952908,0.011415381
653,250,205,692,2.4537573,0.010854391
654,210,246,737,2.7272727,0.011560241
655,239,204,701,2.4479315,0.010954836
656,224,240,736,2.7608695,0.011496048
657,230,207,720,2.5277777,0.011199079
658,211,228,743,2.716016,0.011556827
659,214,220,726,2.5757575,0.011250581
660,216,231,720,2.6444445,0.011111111
661,194,209,705,2.5503547,0.010794506
662,198,191,690,2.5246377,0.010564836
663,209,218,697,2.6657102,0.0105938325
664,185,216,688,2.5901163,0.010413828
665,199,164,657,2.4231355,0.009903677
666,217,219,692,2.7023122,0.01043127
667,210,203,690,2.568116,0.010363162
668,194,213,697,2.6025825,0.010425392
669,205,221,678,2.5280235,0.010099806
670,186,178,662,2.489426,0.009897585
671,210,188,670,2.5671642,0.009980635
672,204,207,692,2.6618497,0.010266453
673,194,210,689,2.5921626,0.010180561
674,204,191,673,2.5052006,0.009944147
675,207,195,686,2.5772595,0.010099375
676,199,197,698,2.7077365,0.010234604
677,193,216,700,2.6314285,0.010222709
678,218,221,677,2.5819793,0.00988682
679,203,231,674,2.6795251,0.009771939
680,208,190,646,2.4767802,0.00932852
681,190,213,664,2.698795,0.009515894
682,178,179,641,2.471139,0.009186276
683,198,175,640,2.49375,0.009106431
684,199,197,663,2.642534,0.009396259
685,205,209,665,2.5774436,0.009353945
686,197,228,661,2.6807866,0.00929768
687,197,191,630,2.479365,0.008799005
688,211,190,636,2.5911949,0.008847834
689,192,200,657,2.6849315,0.009072079
690,185,180,649,2.5300462,0.008961612
691,165,180,654,2.5688074,0.008967503
692,197,179,639,2.4757433,0.008727601
693,184,167,657,2.587519,0.008938532
694,188,217,674,2.7299702,0.009169819
695,192,215,645,2.5736434,0.0087752715
696,180,184,622,2.4983923,0.008429555
697,159,217,618,2.644013,0.008372282
698,161,156,560,2.3857143,0.007586534
699,155,155,565,2.5486727,0.0076275077
700,162,142,565,2.4884956,0.007598171
701,127,190,585,2.7076924,0.007836991
702,138,155,522,2.2681992,0.006993007
703,116,131,505,2.4475248,0.0067416932
704,112,120,490,2.4122448,0.0065164776
705,115,101,482,2.4481328,0.0063635404
706,101,126,496,2.580645,0.0065483735
707,100,88,471,2.3566878,0.006196798
708,97,116,483,2.5548654,0.0063087773
709,97,97,464,2.3534484,0.006037736
710,94,91,464,2.4224138,0.006016988
711,99,94,467,2.4411135,0.0060558906
712,98,109,472,2.5211864,0.006076836
713,108,90,461,2.321041,0.0059333052
714,101,113,479,2.5386221,0.0061438615
715,113,85,467,2.3083513,0.005989944
716,104,122,495,2.6141415,0.0063038054
717,111,93,477,2.3312368,0.00607272
718,106,115,495,2.549495,0.006280371
719,105,123,486,2.4032922,0.0061661825
720,106,94,468,2.3290598,0.0058956915
721,103,106,480,2.4958334,0.0060451115
722,95,92,477,2.4360588,0.005986897
723,95,101,480,2.4833333,0.00602455
724,100,95,474,2.4050634,0.005907278
725,97,100,479,2.4968684,0.005967955
726,101,111,476,2.4705882,0.005910474
727,98,93,466,2.3690987,0.005786304
728,106,89,471,2.4118896,0.0058073583
729,107,117,488,2.5450819,0.0060154083
730,102,105,478,2.4518828,0.005872236
731,91,106,475,2.5263157,0.005835381
732,87,87,460,2.3434782,0.005611672
733,94,97,460,2.4652174,0.0056103035
734,87,86,457,2.380744,0.005554948
735,92,79,458,2.4061136,0.005567103
736,94,102,471,2.5138004,0.0056853844
737,97,89,463,2.414687,0.005587536
738,105,106,471,2.4670913,0.005665007
739,96,90,470,2.4085107,0.005652979
740,95,101,476,2.445378,0.0056856186
741,107,88,470,2.3446808,0.0056127445
742,100,114,489,2.5439672,0.0058201123
743,111,76,475,2.328421,0.0056534833
744,97,130,510,2.6745098,0.0060283686
745,97,104,477,2.3144655,0.005637165
746,103,95,470,2.3446808,0.005535925
747,102,108,478,2.4309623,0.005630153
748,103,83,472,2.3347456,0.005521501
749,108,115,492,2.5406504,0.005754386
750,102,98,485,2.383505,0.005653669
751,92,113,489,2.4826176,0.005700297
752,111,108,468,2.3119657,0.0054184226
753,109,102,471,2.4585986,0.005452209
754,110,109,478,2.5020921,0.005514918
755,100,108,479,2.4634655,0.005508216
756,89,104,471,2.386412,0.005397415
757,94,91,456,2.2894738,0.0052074413
758,99,97,459,2.4270153,0.0052417004
759,97,92,461,2.3904555,0.0052472227
760,99,106,466,2.502146,0.0052858437
761,97,92,459,2.3747277,0.0051885513
762,107,103,464,2.461207,0.0052450714
763,99,87,468,2.440171,0.0052729426
764,96,101,480,2.5,0.0053896247
765,104,93,475,2.383158,0.00531528
766,117,105,486,2.4979424,0.0054383706
767,124,129,498,2.5742972,0.0055544404
768,127,103,493,2.4056795,0.005552552
769,131,118,517,2.5725338,0.005783968
770,126,132,530,2.5698113,0.0059490404
771,152,122,524,2.4694657,0.005842997
772,134,162,554,2.5848374,0.006176969
773,142,127,526,2.4372623,0.0058258018
774,144,144,541,2.5397413,0.0060117124
775,147,139,541,2.5027726,0.0059722913
776,151,155,549,2.6010928,0.006060138
777,142,138,545,2.4880733,0.0059762048
778,152,146,549,2.528233,0.00603987
779,146,149,555,2.609009,0.0060659717
780,137,132,552,2.5,0.006032787
781,134,145,557,2.524237,0.00604738
782,139,137,546,2.5091574,0.0059473887
783,123,143,548,2.5036497,0.005930287
784,127,121,528,2.3825758,0.005713544
785,124,141,534,2.5018728,0.0057406393
786,130,132,517,2.3868473,0.0055760476
787,114,131,515,2.532039,0.005518409
788,120,123,498,2.4016063,0.005336019
789,118,121,495,2.4686868,0.0052693207
790,113,119,492,2.487805,0.0052544456
791,124,116,486,2.4691358,0.005156772
792,106,114,494,2.4979758,0.0052414904
793,109,116,486,2.5020576,0.0051231775
794,111,105,479,2.413361,0.005065781
795,116,115,485,2.5608246,0.0050961436
796,111,111,486,2.4567902,0.0050900714
797,115,124,486,2.510288,0.0050735986
798,108,108,477,2.4486372,0.004979643
799,114,102,477,2.3815513,0.0049636313
800,116,110,489,2.5235174,0.005072088
801,127,102,495,2.460606,0.0051014097
802,137,134,520,2.6153846,0.005359057
803,117,115,523,2.5277247,0.0053727543
804,127,113,525,2.5485713,0.005393245
805,115,131,539,2.6122448,0.0055193743
806,120,105,523,2.3900573,0.0053555337
807,118,134,538,2.5947955,0.005491533
808,118,121,522,2.3869731,0.0052943323
809,123,108,519,2.4354527,0.0052471943
810,121,120,534,2.5318353,0.0053988476
811,125,160,535,2.5831776,0.0053747236
812,106,117,500,2.42,0.00500721
813,100,102,489,2.429448,0.004866204
814,112,114,487,2.4271047,0.004861638
815,102,105,485,2.4659793,0.004826399
816,102,100,482,2.406639,0.0047664256
817,104,85,484,2.4214876,0.004771199
818,101,107,503,2.5487077,0.0049584983
819,99,100,497,2.4869215,0.004883993
820,106,96,496,2.423387,0.0048589343
821,109,105,506,2.4545455,0.0049414546
822,114,107,510,2.4588234,0.0049805176
823,104,118,517,2.5725338,0.0050174203
824,108,97,503,2.3936381,0.004866392
825,100,121,514,2.5564203,0.0049574184
826,108,99,493,2.2718053,0.0047548776
827,90,93,502,2.5179284,0.0048266444
828,99,104,499,2.4448898,0.004782992
829,122,107,494,2.4291499,0.004705882
830,109,117,509,2.561886,0.0048487736
831,113,107,501,2.4550898,0.004743195
832,102,92,507,2.4457593,0.004785276
833,125,101,517,2.4874275,0.0048498153
834,118,105,541,2.5249538,0.005074952
835,129,133,554,2.5703971,0.0051652123
836,127,139,550,2.5345454,0.0051122843
837,129,129,538,2.4535315,0.0049703903
838,122,123,538,2.5130112,0.0049703903
839,133,118,537,2.499069,0.0049311747
840,143,139,552,2.5253623,0.0050535565
841,131,122,556,2.3956835,0.005059513
842,143,123,565,2.5486727,0.0051414114
843,132,140,585,2.5846155,0.005307422
844,151,121,577,2.4263432,0.0052190744
845,146,150,607,2.6260297,0.00549043
846,147,148,603,2.543947,0.005454249
847,150,140,602,2.5382059,0.005412598
848,154,137,612,2.5424836,0.005486034
849,154,153,629,2.5977743,0.005604812
850,169,163,630,2.5142858,0.0056137224
851,162,165,636,2.5754716,0.0056503196
852,160,166,633,2.549763,0.0055902926
853,148,170,627,2.5263157,0.005520873
854,157,142,605,2.4396694,0.005311397
855,151,128,620,2.532258,0.0054270285
856,167,151,643,2.5381026,0.0055951965
857,168,158,659,2.582701,0.005717508
858,184,186,669,2.6337817,0.0057872473
859,192,206,667,2.5757122,0.0058211586
860,191,191,653,2.5267994,0.0056822137
861,192,196,653,2.6003063,0.0056655505
862,193,175,649,2.5670261,0.0056308457
863,182,179,667,2.6266866,0.005787017
864,196,196,670,2.5791044,0.0057960483
865,178,192,670,2.6149254,0.0057621025
866,184,184,656,2.5213416,0.0056417002
867,190,189,656,2.5609756,0.0056251073
868,190,184,657,2.5449011,0.005617305
869,179,188,663,2.612368,0.0056355987
870,186,180,654,2.5045872,0.0055590975
871,189,182,660,2.490909,0.0055936943
872,171,159,667,2.4647677,0.005636683
873,186,163,679,2.5655375,0.0057215565
874,202,179,702,2.5641026,0.0059153647
875,207,230,725,2.755862,0.006091362
876,202,211,702,2.5555556,0.0058811703
877,196,201,693,2.5483406,0.005789135
878,202,181,688,2.488372,0.0057473667
879,251,222,709,2.6431594,0.0059055774
880,219,211,738,2.6504066,0.006129568
881,226,229,746,2.5844505,0.006178361
882,237,205,743,2.5572004,0.006153515
883,250,237,775,2.6735485,0.0063999337
884,231,251,788,2.601523,0.006488801
885,228,233,768,2.59375,0.006306195
886,215,239,763,2.6290958,0.006265139
887,215,205,739,2.5331528,0.006050533
888,213,223,749,2.672897,0.0061150845
889,219,193,739,2.5060892,0.0060164453
890,224,245,765,2.7660131,0.00622812
891,244,200,744,2.5188172,0.0060396963
892,233,242,788,2.748731,0.0063789138
893,249,223,779,2.508344,0.0062883943
894,251,233,805,2.6658385,0.0064982767
895,252,275,823,2.7314703,0.006624489
896,269,256,800,2.5975,0.0064213704
897,248,268,813,2.710947,0.00650754
898,258,246,793,2.5119798,0.006347453
899,256,268,805,2.737888,0.0064250426
900,244,255,793,2.6078184,0.0063116844
901,234,242,782,2.5473146,0.006206891
902,229,222,774,2.5917313,0.006125841
903,258,246,781,2.5454545,0.006163632
904,264,258,793,2.6733923,0.0062410478
905,258,262,799,2.6733418,0.0062709455
906,260,267,795,2.6490567,0.0062395516
907,247,247,788,2.6192894,0.0061670425
908,265,244,788,2.64467,0.0061501
909,265,260,809,2.608158,0.0062967
910,274,234,814,2.5626535,0.0063356166
911,272,305,854,2.8149884,0.006628119
912,296,220,821,2.5213156,0.0063545876
913,274,300,897,2.8160536,0.0069043553
914,291,263,871,2.5350173,0.006723221
915,315,301,899,2.705228,0.0069197495
916,299,319,913,2.6637459,0.0070084133
917,290,304,893,2.6226203,0.006817054
918,331,310,879,2.6279864,0.0067101796
919,303,300,900,2.6777778,0.0068704914
920,309,326,903,2.7065337,0.0068941824
921,314,315,886,2.5756207,0.0067461585
922,295,274,885,2.5717514,0.0067576338
923,281,313,906,2.6666667,0.0068984423
924,314,288,874,2.4874141,0.0066368994
925,279,291,900,2.7066667,0.006796813
926,286,281,888,2.5855856,0.006706189
927,301,304,893,2.6629338,0.0067250053
928,288,311,890,2.6629214,0.006818565
929,295,270,867,2.615917,0.006624642
930,263,345,892,2.7825112,0.006815664
931,286,260,810,2.4716048,0.006153846
932,273,295,836,2.6818182,0.006334485
933,289,246,814,2.4570024,0.006151428
934,262,325,857,2.7841306,0.0064763804
935,261,243,794,2.4105794,0.005983241
936,259,279,812,2.6625617,0.0061026937
937,247,248,792,2.4545455,0.0059366752
938,252,265,791,2.5840707,0.005912383
939,242,259,778,2.5886889,0.0057987864
940,266,277,761,2.5992115,0.0056571513
941,230,259,750,2.6746666,0.0055607455
942,221,250,721,2.518724,0.005360874
943,208,218,692,2.416185,0.0051307147
944,210,204,682,2.4457479,0.0050433343
945,219,193,688,2.4622092,0.00507442
946,218,218,714,2.535014,0.005266186
947,230,197,714,2.5014005,0.0052513513
948,227,241,747,2.6238286,0.0054797535
949,226,221,733,2.5511596,0.0053630876
950,238,226,738,2.5501356,0.005384503
951,221,222,750,2.5413334,0.005456728
952,238,244,749,2.5340455,0.0054506026
953,242,197,743,2.4899058,0.005392968
954,253,265,788,2.6725888,0.0057195947
955,270,247,776,2.5773196,0.005616717
956,243,265,799,2.6858573,0.0057682865
957,271,237,777,2.4581726,0.00559504
958,256,270,811,2.7127004,0.005839868
959,230,261,797,2.5796738,0.0057230256
960,225,232,766,2.524804,0.0054863202
961,263,223,759,2.4848485,0.0054222806
962,242,245,799,2.718398,0.0057080397
963,274,234,796,2.545226,0.0056707677
964,280,272,836,2.755981,0.005940538
965,292,272,844,2.6184833,0.0059821247
966,299,311,864,2.7291667,0.006123881
967,286,295,852,2.6431925,0.0060220524
968,281,273,843,2.4982207,0.0059433165
969,260,288,851,2.6980023,0.005984529
970,250,290,823,2.5905225,0.005787623
971,264,242,783,2.4444444,0.005491076
972,263,264,805,2.58882,0.005631103
973,244,256,804,2.5497513,0.0056099417
974,255,242,792,2.540404,0.005526211
975,256,270,805,2.6559007,0.005601403
976,261,246,791,2.510746,0.0054901578
977,245,280,806,2.6650124,0.005580249
978,229,246,771,2.4435797,0.0053379303
979,242,208,754,2.413793,0.00519155
980,239,245,788,2.64467,0.005412088
981,249,220,782,2.488491,0.0053722444
982,236,260,811,2.5770655,0.0055561643
983,249,222,787,2.41169,0.0053769685
984,262,256,814,2.6289926,0.0055324472
985,276,271,820,2.5341463,0.0055593974
986,263,263,825,2.6133332,0.005593296
987,259,254,825,2.6181817,0.0055780555
988,266,255,830,2.6,0.0055979714
989,266,271,841,2.5778835,0.005658156
990,272,259,836,2.5167465,0.0056245164
991,250,296,849,2.664311,0.0056964573
992,249,243,803,2.433375,0.0053745448
993,259,264,809,2.526576,0.0054013995
994,246,249,804,2.5646765,0.005368016
995,253,249,801,2.5792758,0.005333493
996,249,244,805,2.5565217,0.0053469897
997,253,223,810,2.5506172,0.005367046
998,269,252,840,2.5952382,0.005565826
999,260,257,857,2.6487749,0.00566312
1000,260,255,860,2.644186,0.005669084
0,0,0,865,0,0
